Gamma,Seed,DI_Scenario,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
10,4,HD,True,2,2026-03-28 10:05:15,2026-03-28 10:05:20,5.521182298660278,113055.7576158401,113055.7576158401,113055.75761584002,-8.731149137020111e-11,2,3,2,"{0: [1], 1: [2], 2: [0]}","[0, 1]"
