Gamma,Seed,DI_Scenario,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
10,8,HD,True,2,2026-03-28 06:14:51,2026-03-28 06:14:52,0.9650533199310303,170986.25350393378,170986.25350393378,170986.25350393384,5.820766091346741e-11,2,3,2,"{0: [2], 1: [1], 2: [2]}","[1, 2]"
