Gamma,Seed,DI_Scenario,Fixed_Mode,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
10,6,HD,0,True,3,2026-03-28 08:07:18,2026-03-28 08:09:53,155.13332724571228,97527.78416329347,97527.78416329347,97527.78416329429,8.149072527885437e-10,3,3,1,"{0: [2], 1: [1], 2: [0]}",[2]
