Gamma,Seed,DI_Scenario,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
10,9,LD,True,2,2026-03-28 08:28:53,2026-03-28 08:28:58,5.292574405670166,121885.43899026015,121885.43899026015,121885.43899024796,-1.2194504961371422e-08,2,3,2,"{0: [1], 1: [2], 2: [0]}","[2, 4]"
