Gamma,Seed,DI_Scenario,Fixed_Mode,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
10,6,HD,2,True,2,2026-03-28 10:09:08,2026-03-28 10:09:09,0.3554379940032959,182427.86726936657,182427.86726936657,182427.86726936692,3.4924596548080444e-10,2,3,2,"{0: [2], 1: [1], 2: [0]}","[0, 2]"
