TC2,Opt_Mean,FM2_Mean,Mean_AbsVoF,Mean_PctVoF,Std_PctVoF,Pct_OptBetter,N
0.2,101551.66597643394,98991.01977698602,2560.6461994478914,2.760381350832095,2.778305722962066,100.0,50
0.4,99399.74664728834,84503.89450523528,14895.852142053038,18.519352703028975,7.110142263112968,100.0,50
0.6,99140.32279660171,71985.93449151026,27449.302502618586,42.06000679357267,30.6046589629557,93.87755102040816,49
0.8,99052.31303028738,58294.30944471629,40758.0035855711,78.22038118898905,39.76865533345687,100.0,50
1.0,99022.8424444863,45986.990739253815,53035.851705232475,162.51567691565413,252.78972774118603,100.0,50
