Gamma,Seed,DI_Scenario,Fixed_Mode,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
10,4,MD,1,True,2,2026-03-28 01:44:38,2026-03-28 01:44:38,0.5912752151489258,66967.37229104889,66967.37229104889,66967.37229104884,-4.3655745685100555e-11,2,3,1,"{0: [1], 1: [2], 2: [1]}",[1]
