Gamma,Seed,DI_Scenario,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
10,1,Mixed,True,3,2026-03-28 00:04:47,2026-03-28 00:05:34,47.02300763130188,103235.07413420078,103235.07413420078,103327.13354152482,92.05940732403542,3,3,1,"{0: [0], 1: [2], 2: [0]}",[4]
