Gamma,Seed,DI_Scenario,Fixed_Mode,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
10,43,LD,2,True,2,2026-03-27 23:59:52,2026-03-27 23:59:53,0.5452368259429932,55719.50531301336,55719.50531301336,55800.39692182796,80.89160881459975,2,3,2,"{0: [1], 1: [1], 2: [1]}","[1, 4]"
