Gamma,Seed,DI_Scenario,Fixed_Mode,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
100,3,MD,2,True,2,2026-03-28 22:05:10,2026-03-28 22:05:14,3.6582577228546143,523158.16874549596,523158.16874549596,523158.16872049146,-2.5004497729241848e-05,2,3,3,"{0: [0], 1: [1], 2: [1]}","[0, 1, 4]"
