Gamma,Seed,DI_Scenario,Fixed_Mode,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
60,1,Mixed,2,True,2,2026-03-28 21:51:03,2026-03-28 21:51:10,6.998328924179077,551109.5785541147,551109.5785541147,551109.5785541132,-1.5133991837501526e-09,2,3,2,"{0: [0], 1: [2], 2: [0]}","[0, 3]"
