Gamma,Seed,DI_Scenario,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
40,24,MD,True,2,2026-03-28 14:29:19,2026-03-28 14:30:09,49.404452085494995,736126.577022664,736126.577022664,736212.0818659427,85.50484327867161,2,3,3,"{0: [0], 1: [2], 2: [2]}","[0, 2, 3]"
