Gamma,Seed,DI_Scenario,Fixed_Mode,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
100,8,HD,0,True,2,2026-03-28 21:09:17,2026-03-28 21:09:21,4.050034046173096,365449.04367406486,365449.04367406486,365449.0436722724,-1.7924467101693153e-06,2,3,3,"{0: [2], 1: [1], 2: [0]}","[0, 1, 3]"
