Gamma,Seed,DI_Scenario,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
60,8,LD,True,2,2026-03-28 15:57:13,2026-03-28 16:01:11,238.37588715553284,517283.276146739,517283.276146739,517363.88275259524,80.60660585621372,2,3,3,"{0: [2], 1: [1], 2: [0]}","[0, 1, 2]"
