Gamma,Seed,DI_Scenario,Fixed_Mode,Converged,Iterations,Start_Time,End_Time,Total_Time,Optimal_Value,LB,UB,Gap,Num_Scenarios,Num_Plants_Opened,Num_DCs_Opened,Opened_Plants,Opened_DCs
10,41,MD,2,True,5,2026-03-27 17:25:48,2026-03-27 17:26:00,11.208603620529175,167518.427010219,167518.427010219,167594.74841736324,76.32140714424895,5,3,2,"{0: [0], 1: [2], 2: [1]}","[0, 3]"
